,0,1,2,3,4,5,6,7,8
115,I knew the first two steps had a much smaller range/influence on the score.,I knew that the last step had the largest range of values.,Any of the final step nodes.,When I discovered a +48 as that is the largest. If I didn't discover a +48 after 4 clicks I would often just go for +24.,Nope.,No.,Nothing.,,22
116,I usually did not click on steps right in front of me,I clicked at the end destinations most of the time.,Yes,When I had found a positive number like 24 or 48,I was just trying to find the 24 or 48 and move towards that direction,No,"I learned how to think quickly, and how to manage cost reduction.",No additional comments,26
117,I never not clicked,"If it could be clicked, i clicked it",I always clicked all three circles,After there was nothing left to click,I was guessing how to proceed the whole time,I couldn't figure out a strategy or pattern,That I'm a terrible guesser,none,27
118,if both of the last steps were negative values,I started by randomly choosing to click on one of the last steps first,the top left end step,I stopped clicking when it was obvious which route was best,I think I could have thought my strategy through more to click less,nope,I learned that sometimes it is better to make an educated guess,I really enjoyed this and hope there are more HITs like this in the future,21
119,if a node was -24 or -48 i would avoid them,if a node was 48 or 24 i would on the ones leading to it,On the corners of each horizontal branch of nodes,When I had not seen a node for 48,Find the 48 and then go to it,no,How to be strategic to maximize the value I would recieve,,32
120,"For nodes at the dead end of parts of the web that had a negative value, I would not click on those because it would lower the value I earn if the spider went there. If I clicked on a node with the highest value visible, I wouldn't click on the nodes in between because chances are high that this is this the most beneficial route for the spider.","I clicked on the end nodes of the web to see which had the highest value. If two end nodes had the same value, I would click on one, or all, of the nodes in between each to see which would earn me the most amount.",I was most likely to click on the top nodes at the ends of the web and then the bottom nodes at the ends of that part of the web. ,"I decided to stop clicking when a dead end node of the spider web showed the highest value. If the highest value was repeated, I would click on the nodes in between to see which route earned the most. ","My strategy was to typically click on the end nodes of the web to find the highest value, but if the highest value was repeated, I would click on one or all of the nodes in between each of these values and calculate which was the most beneficial route for the spider to take that would earn me the most. ",There wasn't anything confusing or hard to understand.,I learned more about how to strategize a plan and way the benefits of certain choices in this experiment.,Interesting experiment.,20
121,"I decided that it was only worth clicking on the end nodes. There might have been a way to make more by going to a $24 rather than a $48 endpoint sometimes, but the amount of clicking needed to discover the paths would decrease the reward enough to make it not worth it.","I tended to click well away from where I had just clicked. So if I clicked top right and got an unfavorable value, I clicked bottom left.","Top right, I think. Or top left.",When I found a $48 endpoint.,not really,"During the training, it took me a few rounds to understand why it was saying I ""should"" have gone a different way. At first I didn't realize there were endpoints higher than $24, so I would find one of those and get told I should have gone another way, and that was confusing.","Bit of strategy, I guess.",,45
122,Based on previous click being positive or negative.,Guess,Chose not to click on the same spot that I just completed in the round before,When finding the positive $48.,Decided to only guess once.  Otherwise spent money until I found the +$48,No,Not to move by simply guessing.  Spent the $1 for the guess to determine where to go.,Interesting study.,22
123,I decided not to click on the nodes that have the highest negative value on the outer nodes.,"I started from within, clicking on the three nodes surrounding the spider. I then clicked on one of the outer nodes of each one to see which nodes contain the positive or the most outcome.","I mostly clicked on the inner nodes, specifically the nodes surrounding the spider.",I stopped clicking when I found a node that has a high enough value.,"I clicked on as much nodes as possible to help me get the most value, even though it cost to reveal the value.","The game itself was a bit confusing at first, but eventually I figured out what to do.",Look at other outcomes when thinking about a decision you are making to see which is best.,,24
124,I didn't click on the first two nodes because their values were small enough to be irrelevant.,"Last node only, as the values are large enough that the first two don't really matter",A randomly chosen end node.,When I had found a +48 node.,,,I learned to ignore the first two nodes in search of a greater reward.,,21
125,By evaluating the end result of each path. ,By evaluating the end result of each path. And on occasion looking at the path to get there. ,On all of the possible end results. ,When I had reached the maximum possible value.,"No, thank you!",No,I learned that it's best to evaluate the consequence of an action even if it worth a cost or time. ,"No, thank you!",28
126,I didn't click the first steps because that wouldn't have been worth it,I clicked the conners looking for the highest value ,top left,When i found a value i was satisfied with,Have fun and enjoy the process of the survey,not at all. Great Survey,How to strategically guess,Thank you,21
127,I did not go where the negative was on the last one.,I looked at the biggest goals and always went where the 48 was.,On the last blocks.,When I found the 48 if it was on there.,Was trying to find the highest number.,N/a,This probably had a strategy but I did not know what it was.,N/a,21
128,The first steps were meaningless compared to the values of the outer circles,The edges that had the most value to them,The outside bubbles,"Once I found the highest value, 48",Finding the highest value on the edge almost always directed to the most profitable path,No!,Nothing that I didn't already know!,,20
129,I decided not to spend them money on clicks and take my chances,I did not use clicks in the game,The first nodes i would move the spider to ,I would stop clicking when i found a good path or if i felt i spent too much on clicks,I just randomly selected a direction and went for it for the most part,no it was pretty straight forward,I am not quite sure yet,,21
130,"Left and right looks  little complicated, so Top to click ",Randomly,TOP left and right ,When I looked red numbers ,"It looks same when I choose the top left, then  I have taken top right, I got little positive results  ",Yes ,Move fast ,Nothing ,20
131,I tried not to click on the negative numbers,At first i looked for highest first number. But then I gave up because it seemed random.,The first box,"When I Found if the first number was positive
",I think I should have checked higher value boxes.,I didn't think of spending all my money to find the higher values...,I should check the highest value first,,32
132,Guess,Guess,to the right,The last spot always had the highest value,pure guessing,no,Nothing,,51
133,I clicked randomly,I tried to find green numbers,left or right,When I found a green number,"I tried to find the green numbers, but if i landed on a -2, then a -4, I would always go up.",,That I suck at decision making,,22
134,"I followed the outcomes of the initial clicks. For example, if one of the outer nodes has a negative value then it would make absolutely no sense to click on the nodes leading to that node. Also, I clicked on the outer most nodes to see which one has the highest value. Whenever I found 48, I started checking out the nodes leading to that nodes because it has the highest value.",My first clicks were random. I randomly clicked on the outer circles.,On the outer most nodes.,"Whenever I got the value of 48, I stopped clicking.",I tried to minimise my spending on revealing nodes by moving the spider to the nodes with the highest value which was mostly 48 and sometimes 24.,Not at all.,I can make decision without knowing full details as long as I got a concrete idea of the outcome of my decision or the vision I'm working towards to.,,24
135,Where is saw high negatives.,At first the first nodes then push through to the last but later on I just started pressing on the last nodes.,At first the beginning nodes but later the last nodes made more sense.,When I found a high positive,No,No,To start by clicking on the last nodes.,"Interesting and fun study, thanks!",26
136,"Never click a first node, as they are low values.",end nodes first. Then second nodes only if there was a tied high positive value in end nodes.,End nodes.,"Once I saw a high positive value, I generally stopped clicking and just went to it.","Click end nodes until finding a +48, or +24 if there were no 48s.  Then move to it.  After the first few trials, I figured that clicking extra nodes wasn't giving me that much more, so I stopped clicking once I found","No, just took a few trials.",Finding the +48s is the key to the game.,None,41
137,The first steps seemed to easy to produce any significant rewards,"Starting out, I assumed there would be higher rewards further away from the starting point as it takes more work to get there. I assumed thus that higher rewards would exist on the outermost nodes.","the outermost nodes - up before down, and left before right. ",Nodes which had not ever yielded positive and high rewards,"After clicking on one branch of the outermost node, thought it was more strategic to try an entirely different branch before trying the other node on the same branch. For example, if I clicked leftmost node branch, up, I would click another branch before clicking down on the same branch. ",no,"Some nodes had a statistically higher chance of producing results; though they were all colored the same, ones that were furthest away from the starting point were more valuable. Middle nodes were of negligible value.",none,41
138,"If a node was on the way to a low value node, then I skipped it.",I clicked the last step nodes first because they carried the most value. Then I clicked nodes that were on the path to the +48 to determine the best path.,The last nodes on the paths.,"If I found a good path to a +48 node, I knew that was the best scenario. So I selected that path rather than checking the others.",I got better as I went along.,no.,I learned about the game and what the different strategies could be.,Thank you for the bonus,32
139,the inside nodes don't really have much of an impact ,Only on the outside nodes because they are more profitable ,random end nodes ,once I found a green 48,,no,to minimize my clicks ,,50
140,used code inspector ,used node inspector,outside edge,when i found a green path to 48,i worked my way in ,no,im willing to spend money to make money,no,35
141,"I tried to click the end nodes to find the highest amount, so I stopped clicking the ones before the end.",I checked the nodes to find a safe path.,"I started out clicking my next node, but ended up clicking the end nodes when I realized that's where the highest amounts were.",I stopped clicking when I found the $48.,I took the bad and good on the way to the $48 node.,Not at all.,I learned that taking some small hits on money is okay if the end amount is high enough to make up for it and still come out ahead.,It was fun!,48
142,"I initially wanted to avoid any paths with multiple negative dollar nodes. However, I was ultimately searching for the final node amount (positive $24 or $48), which could sometimes be preceded by negative dollar nodes. I would only decide not to click on a node/path when I had found what I believed to be the highest payout path of nodes (a positive $24 or $48 ending node, with no or few negative dollar nodes on the way).","In the earlier rounds, I would just keep clicking until I reached the end of a pathway to get a sense of the potential web layouts. I determined that every web layout had at least one path that ended with a positive $24 or $48 node with no or very few negative dollar nodes. As the rounds progressed, I would try to follow a positive dollar path of nodes with the lowest negative dollar nodes to ultimately reach a positive $24 or $48 node.",I simply started each round by clicking the node that was directly to the right of the starting node because I did not see a particular node pattern to the web paths (paths seemed to be randomly generated for each round).,"I stopped clicking when I uncovered a path that ended with a positive $24 or $48 node, with no or few negative dollar nodes on the way (especially if the path led to the highest payout node of $48).","I calculated that if I revealed all of the nodes in each round, the cost would be $12. By uncovering full pathways in the earlier rounds, I discovered that the payout would always be more than $12 (higher profit) if I kept searching until I found a node pathway that ended with a positive $24 or $48 node.","No. I think the study was well designed, easy to follow, and fun to boot!","I learned not to be too hasty when making determinations. By taking the time to reveal pathways in the earlier rounds, I was able to make faster and better decisions as the rounds progressed.",No issues to report. Thank you!,45
143,I used what I learned during training.,I used what I learned during training.,"On the outside circles, the ones I was told to click on during training.","When I saw the best option (to me), I stopped clicking. If I saw $48, then I stopped clicking.","No, not really.",No.,"It is best to complete as few steps as possible. The fewer steps completed, the better.",No,26
144,"I did not want to click on a node that was partway through my path, only the end point because that had the most points","I would click on the ends, to see if it was negative points or not",On an end node,"I clicked every time, it was invaluable information","Just to click on an end node and if the value was negative, to still go in that direction but end up at the opposite node. ",no,"I learned my own personal strategy for the task, but it was still a gamble.",none,35
145,,,,,,,,,
146,I never considered where not to click.,I started with the end value first.,On the ends on the left and right sides.,After I figured the path I would take.,Just tried to do the least amount of clicking to get the biggest rewards.,"No, it was fun.",It was worth losing a few points to know I was on the path to a higher payout at the end than click on everything on the board.,"Fun study, thanks.",37
147,where the most negative amounts were,I went with the highest monetary node i uncovered,at the end of the web,when I could easily guess where my best move would be ,,no,,,24
148,IF IT HAD A MINUS SIGN,JUST LUCK,MOSTLY LEFT,LUCK,NO,NO,FOLLOW YOUR INSTNCTS,NONE,63
149,I dint click,I dint click ,I dint click ,I dint click,None,No,Some aspects,None,34
150,I didn't click near the lowest values,I clicked the farthest out first,the outermost circles,when the highest value path was certain,make the money,nope,I learned to click for help,thanks!,43
151,,,,,,,,,
152,inner nodes made little difference,Extremities controlled max outcome,Outside bottom left,When there was a clear winner,"Once one of the three trees hit a48 I could, in hindsight, stop worrying about that one.",No.,Not to overclick,"Comments has 2 'm's in it?  :)

Interesting puzzle.",46
153,Guess,Gues,Up,Guess,Nope,Nothing,Nothing,,24
154,,,,,,,,,
